お店の名称（屋号）,"出店するカテゴリーを選んでください
※メインとなるカテゴリーをお選びください

※予定出店数に達し次第募集終了させていただくカテゴリーがございます
","【埋まりましたので申し込み不可】
【2026年7月18日（土）】参加希望の場合はチェックをお願いします。

※【出店料】
テント出店：1日出店につき6,000円（最大3m×3m）
キッチンカー（軽）：1日出店につき7,000円（最大5m）
キッチンカー（中型・大型）：1日出店につき8,000円（最大6.5m）

1日出店も可能ですが、応募多数の場合は希望日程の多い出店を優先させていただきますのでご了承ください。","【2026年7月25日（土）】参加希望の場合はチェックをお願いします。

※【出店料】
テント出店：1日出店につき6,000円（最大3m×3m）
キッチンカー（軽）：1日出店につき7,000円（最大5m）
キッチンカー（中型・大型）：1日出店につき8,000円（最大6.5m）

1日出店も可能ですが、応募多数の場合は希望日程の多い出店を優先させていただきますのでご了承ください。","【2026年8月1日（土）】参加希望の場合はチェックをお願いします。

※【出店料】
テント出店：1日出店につき6,000円（最大3m×3m）
キッチンカー（軽）：1日出店につき7,000円（最大5m）
キッチンカー（中型・大型）：1日出店につき8,000円（最大6.5m）

1日出店も可能ですが、応募多数の場合は希望日程の多い出店を優先させていただきますのでご了承ください。","【2026年8月15日（土）】参加希望の場合はチェックをお願いします。

※【出店料】
テント出店：1日出店につき6,000円（最大3m×3m）
キッチンカー（軽）：1日出店につき7,000円（最大5m）
キッチンカー（中型・大型）：1日出店につき8,000円（最大6.5m）

1日出店も可能ですが、応募多数の場合は希望日程の多い出店を優先させていただきますのでご了承ください。","【2026年8月22日（土）】参加希望の場合はチェックをお願いします。

※【出店料】
テント出店：1日出店につき6,000円（最大3m×3m）
キッチンカー（軽）：1日出店につき7,000円（最大5m）
キッチンカー（中型・大型）：1日出店につき8,000円（最大6.5m）

1日出店も可能ですが、応募多数の場合は希望日程の多い出店を優先させていただきますのでご了承ください。","【2026年8月29日（土）】参加希望の場合はチェックをお願いします。

※【出店料】
テント出店：1日出店につき6,000円（最大3m×3m）
キッチンカー（軽）：1日出店につき7,000円（最大5m）
キッチンカー（中型・大型）：1日出店につき8,000円（最大6.5m）

1日出店も可能ですが、応募多数の場合は希望日程の多い出店を優先させていただきますのでご了承ください。",Column 11,"販売される品名またはワークショップの内容

※そのまま宣伝用のチラシや画像に載せますので正確な内容をお願いします
※記載していない商品の販売は禁止となります
例　コーヒー、カフェオレ、マラサダ","インスタグラムのアカウント名
（必ず＠から記載をお願いします）
※インスタグラムが無い方は「利用なし」と記載をお願いします。
例　@baobabcoffee_kurume"
甘味ya-tsu（カンミヤーツ）,スイーツ,7月18日（土）,7月25日（土）,8月1日（土）,不参加,不参加,不参加,kanmi_ya_tsu,あんみつ、冷やしぜんざい、モナカ、,@kanmi_ya_tsu
Lala,スイーツ,不参加,7月25日（土）,8月1日（土）,不参加,8月22日（土）,8月29日（土）,lala_happytoeat,マラサダ、クリームガーリックシュリンプ、シュリンプバーガー、アイスサンドマラサダ、アサイーボウル、フルーツドリンク、コーヒー、ラテ、アルコール,@lala_happytoeat
石窯cafe TIMBERS【角の下ろしやすい場所】,フード,不参加,不参加,8月1日（土）,不参加,8月22日（土）,8月29日（土）,timbers.cafe,石窯ピザ,＠timbers.cafe
川部のからあげ,フード,不参加,7月25日（土）,不参加,8月15日（土）,8月22日（土）,8月29日（土）,kawabe.no.karaage,老舗精肉店が作る中津唐揚げ,@kawabe.no.karaage
kukuluce roasted coffee,ドリンク,7月18日（土）,7月25日（土）,8月1日（土）,8月15日（土）,8月22日（土）,8月29日（土）,kukuluce,コーヒー、バナナシェイク,@kukuluce
YKR,フード,7月18日（土）,不参加,不参加,不参加,8月22日（土）,8月29日（土）,ykr_foodtruck,牛串、焼き鳥,@ykr_foodtruck
ルイと海と、,フード,7月18日（土）,7月25日（土）,不参加,8月15日（土）,8月22日（土）,8月29日（土）,louistoumito2025,ハンバーガー,louistoumito2025
六ツ門ポチャ,フード,不参加,不参加,8月1日（土）,8月15日（土）,8月22日（土）,8月29日（土）,mutumon.potha,ゲバブサンド　ホルモン焼きそば,@mutumon.potha
アイスや　いしばし,スイーツ,7月18日（土）,不参加,8月1日（土）,8月15日（土）,8月22日（土）,8月29日（土）,mago_231201,チョリソー、ローストチキン、ピザタコス、チキンタコス、チョリタコス、ビーフタコス、フライドポテト、唐揚げ、ラムネ、インカコーラ、お茶、ビール(コロナ、クスケーニャ)、かきごおり,mago_231201
やきとり勝ちゃん,フード,7月18日（土）,7月25日（土）,不参加,不参加,不参加,不参加,yakitori_katchan,"赤鶏の炭火焼
大、中、小",@yakitori_katchan
NONOAH COFFEE(ノノア コーヒー),ドリンク,不参加,7月25日（土）,8月1日（土）,8月15日（土）,8月22日（土）,8月29日（土）,nonoah.coffee,ホットコーヒー、アイスコーヒー、カスカラコーラ、コーヒーウイスキー、カスカラコークハイ、ドリップバッグ、コーヒー豆、プレミアムデーツ,@nonoah.coffee
ATELIER TO-YA,縁日,7月18日（土）,不参加,不参加,8月15日（土）,不参加,8月29日（土）,chibilla1,玩具くじ引きと販売(フィギュア、キーホルダー、箱物玩具、小物玩具、トレカ、シール、下敷き等),@chibilla1
カフェ同好会Bao ,縁日,不参加,7月25日（土）,不参加,8月15日（土）,不参加,8月29日（土）,cafedokokai_bao,ヨーヨー釣り、ラムネ、カフェオレ、レモンスカッシュ、リンゴジュース,@cafedokokai_bao
Ristar（ライスター）,フード,7月18日（土）,不参加,不参加,8月15日（土）,8月22日（土）,不参加,ristar.ryoiihoshi,肥後あそび豚焼きそば、唐揚げ（塩、てりマヨソース、油淋鶏、手羽先の素揚げ）お子様セット（焼きそばハーフ、唐揚げ2個、お菓子付き）,＠ristar.ryoiihoshi
chappy,フード,不参加,7月25日（土）,8月1日（土）,8月15日（土）,8月22日（土）,8月29日（土）,chappy5678,佐世保バーガー,＠chappy5678
ELCOLOMBIANO,フード,7月18日（土）,不参加,不参加,不参加,不参加,不参加,EL COLOMBIANO0801,タコス、ジャークチキンライス、チョリソー、マンゴージュース、グァバジュース,EL COLOMBIANO0801
lotus☆shop,物販,不参加,不参加,8月1日（土）,不参加,不参加,不参加,lotus0311,ハンドメイドアクセサリー,@lotus0311
